Age,Weight,Duration,Calories
41,49.0,17.0,91.0
20,72.0,25.0,148.0
62,97.0,29.0,238.0
28,84.0,7.0,22.0
54,92.0,11.0,45.0
23,89.0,8.0,14.0
26,93.0,12.0,49.0
24,66.0,9.0,37.0
22,72.0,28.0,167.0
40,98.0,15.0,73.0
72,98.0,13.0,103.0
79,83.0,2.0,12.0
30,62.0,18.0,91.0
25,67.0,23.0,130.0
28,68.0,18.0,95.0
76,68.0,12.0,70.0
55,59.0,26.0,178.0
43,65.0,27.0,159.0
56,97.0,8.0,43.0
26,56.0,25.0,154.0
29,68.0,22.0,130.0
32,76.0,18.0,108.0
51,92.0,19.0,126.0
39,61.0,22.0,113.0
36,105.0,1.0,2.0
24,65.0,30.0,183.0
29,57.0,2.0,9.0
31,57.0,8.0,33.0
66,50.0,2.0,7.0
46,65.0,24.0,156.0
32,86.0,29.0,206.0
20,87.0,29.0,177.0
53,88.0,16.0,92.0
28,55.0,12.0,60.0
74,59.0,8.0,39.0
56,78.0,15.0,92.0
44,59.0,10.0,47.0
22,69.0,15.0,74.0
51,60.0,24.0,144.0
78,67.0,27.0,192.0
40,84.0,7.0,29.0
51,94.0,28.0,217.0
29,73.0,21.0,130.0
59,95.0,30.0,245.0
22,59.0,17.0,70.0
45,93.0,18.0,134.0
28,60.0,29.0,190.0
47,67.0,9.0,41.0
24,58.0,16.0,96.0
48,77.0,21.0,127.0
34,77.0,4.0,17.0
74,117.0,5.0,34.0
22,45.0,29.0,184.0
24,76.0,25.0,124.0
68,79.0,30.0,194.0
78,93.0,27.0,268.0
22,55.0,20.0,103.0
30,60.0,30.0,204.0
24,48.0,18.0,83.0
71,78.0,1.0,3.0
21,74.0,18.0,101.0
50,51.0,6.0,28.0
26,93.0,22.0,127.0
69,55.0,18.0,111.0
32,82.0,8.0,24.0
40,70.0,24.0,151.0
25,97.0,14.0,56.0
25,59.0,3.0,13.0
38,68.0,20.0,98.0
70,107.0,3.0,15.0
25,79.0,12.0,18.0
20,56.0,25.0,154.0
26,83.0,10.0,25.0
68,92.0,20.0,147.0
30,39.0,25.0,156.0
63,72.0,20.0,112.0
48,90.0,1.0,3.0
41,110.0,29.0,238.0
26,84.0,11.0,40.0
76,102.0,20.0,150.0
28,72.0,4.0,14.0
70,92.0,18.0,131.0
52,68.0,30.0,216.0
36,83.0,27.0,158.0
71,60.0,11.0,64.0
26,52.0,2.0,8.0
37,51.0,3.0,14.0
30,89.0,29.0,192.0
48,52.0,12.0,52.0
64,97.0,13.0,69.0
24,74.0,12.0,43.0
70,72.0,16.0,71.0
50,68.0,26.0,175.0
74,77.0,3.0,12.0
68,68.0,19.0,97.0
58,73.0,15.0,83.0
27,87.0,14.0,71.0
20,92.0,27.0,148.0
27,61.0,16.0,96.0
35,67.0,13.0,66.0
65,87.0,13.0,70.0
57,73.0,28.0,178.0
41,58.0,21.0,127.0
62,83.0,13.0,75.0
28,87.0,4.0,15.0
68,104.0,22.0,190.0
43,67.0,15.0,77.0
38,95.0,9.0,51.0
37,74.0,9.0,39.0
43,58.0,6.0,26.0
66,110.0,14.0,94.0
66,66.0,10.0,50.0
54,56.0,3.0,12.0
32,79.0,23.0,122.0
21,52.0,15.0,69.0
21,74.0,12.0,63.0
59,69.0,3.0,15.0
40,73.0,2.0,7.0
77,79.0,28.0,222.0
29,79.0,2.0,5.0
50,79.0,21.0,114.0
59,87.0,1.0,3.0
61,99.0,14.0,77.0
31,102.0,8.0,20.0
50,82.0,15.0,98.0
62,65.0,11.0,63.0
52,65.0,19.0,121.0
36,69.0,26.0,154.0
62,92.0,11.0,54.0
35,93.0,23.0,146.0
24,75.0,28.0,157.0
24,62.0,4.0,17.0
21,62.0,22.0,113.0
22,92.0,14.0,55.0
75,82.0,27.0,242.0
34,76.0,15.0,60.0
53,69.0,16.0,88.0
29,62.0,27.0,168.0
53,88.0,3.0,12.0
69,68.0,5.0,18.0
27,87.0,3.0,7.0
35,61.0,16.0,72.0
28,68.0,2.0,8.0
57,105.0,15.0,81.0
36,58.0,17.0,78.0
20,84.0,22.0,80.0
29,60.0,9.0,42.0
31,57.0,26.0,156.0
40,68.0,8.0,32.0
78,64.0,24.0,144.0
41,62.0,9.0,37.0
56,81.0,13.0,85.0
60,57.0,16.0,96.0
25,53.0,21.0,98.0
26,91.0,7.0,22.0
26,68.0,10.0,41.0
34,68.0,14.0,53.0
37,79.0,29.0,178.0
21,56.0,28.0,152.0
63,80.0,28.0,233.0
58,69.0,28.0,216.0
67,53.0,11.0,55.0
30,81.0,10.0,42.0
34,87.0,14.0,78.0
71,98.0,17.0,111.0
26,55.0,21.0,123.0
59,93.0,25.0,162.0
20,63.0,28.0,190.0
25,63.0,18.0,85.0
71,100.0,29.0,235.0
75,77.0,20.0,129.0
53,100.0,26.0,227.0
26,58.0,18.0,95.0
33,91.0,29.0,215.0
21,93.0,6.0,11.0
52,62.0,2.0,8.0
45,114.0,16.0,117.0
51,80.0,18.0,61.0
32,88.0,4.0,6.0
50,82.0,27.0,205.0
65,66.0,19.0,137.0
23,75.0,9.0,32.0
36,63.0,16.0,88.0
43,96.0,4.0,18.0
33,51.0,14.0,83.0
30,52.0,13.0,66.0
20,97.0,21.0,79.0
42,100.0,14.0,75.0
22,88.0,14.0,60.0
26,51.0,7.0,26.0
25,75.0,10.0,41.0
76,89.0,22.0,155.0
70,62.0,23.0,128.0
25,72.0,23.0,121.0
50,70.0,17.0,103.0
50,73.0,8.0,33.0
39,78.0,13.0,75.0
28,57.0,25.0,165.0
43,65.0,27.0,171.0
72,94.0,9.0,50.0
22,60.0,12.0,47.0
66,75.0,25.0,143.0
28,63.0,22.0,153.0
37,102.0,26.0,169.0
20,85.0,5.0,8.0
69,67.0,26.0,170.0
42,62.0,11.0,36.0
22,85.0,28.0,185.0
42,56.0,22.0,127.0
29,62.0,13.0,66.0
51,85.0,24.0,156.0
24,94.0,22.0,109.0
39,86.0,27.0,181.0
28,70.0,17.0,84.0
36,80.0,18.0,92.0
70,83.0,17.0,110.0
33,84.0,14.0,62.0
48,75.0,9.0,43.0
26,61.0,26.0,139.0
78,79.0,7.0,31.0
77,80.0,11.0,64.0
31,87.0,19.0,90.0
32,82.0,23.0,113.0
60,87.0,28.0,212.0
77,58.0,4.0,22.0
38,91.0,21.0,126.0
45,80.0,7.0,16.0
34,73.0,21.0,120.0
37,52.0,7.0,32.0
55,100.0,23.0,186.0
75,72.0,17.0,90.0
22,87.0,27.0,143.0
60,81.0,8.0,33.0
22,89.0,13.0,46.0
35,90.0,23.0,117.0
47,91.0,9.0,39.0
30,82.0,11.0,32.0
72,73.0,16.0,104.0
58,105.0,8.0,50.0
20,95.0,17.0,48.0
69,86.0,12.0,80.0
29,83.0,20.0,129.0
29,55.0,14.0,85.0
25,55.0,21.0,100.0
22,93.0,26.0,177.0
34,76.0,4.0,14.0
34,52.0,27.0,191.0
77,94.0,18.0,132.0
32,81.0,19.0,105.0
37,60.0,17.0,80.0
32,83.0,8.0,32.0
42,105.0,13.0,63.0
71,63.0,25.0,155.0
26,101.0,7.0,24.0
47,67.0,4.0,17.0
21,74.0,22.0,116.0
74,87.0,4.0,14.0
39,76.0,26.0,165.0
35,94.0,18.0,115.0
63,61.0,11.0,56.0
51,88.0,16.0,103.0
49,70.0,26.0,176.0
71,89.0,6.0,40.0
20,73.0,6.0,12.0
27,104.0,10.0,40.0
56,96.0,6.0,27.0
36,94.0,11.0,44.0
27,66.0,24.0,137.0
28,88.0,4.0,7.0
49,62.0,27.0,160.0
45,91.0,17.0,90.0
26,90.0,10.0,31.0
24,77.0,18.0,99.0
29,55.0,5.0,20.0
52,86.0,28.0,193.0
47,81.0,6.0,26.0
63,60.0,30.0,212.0
44,61.0,1.0,4.0
43,60.0,28.0,191.0
63,73.0,20.0,108.0
59,91.0,2.0,7.0
73,100.0,17.0,119.0
31,72.0,4.0,11.0
76,47.0,4.0,21.0
42,85.0,24.0,182.0
23,67.0,13.0,49.0
38,101.0,18.0,93.0
46,60.0,22.0,118.0
20,55.0,11.0,54.0
30,56.0,13.0,70.0
79,76.0,24.0,206.0
36,72.0,15.0,90.0
35,84.0,23.0,145.0
45,64.0,17.0,83.0
69,61.0,2.0,8.0
63,70.0,20.0,113.0
65,58.0,8.0,38.0
66,72.0,23.0,175.0
23,87.0,16.0,76.0
37,66.0,10.0,43.0
32,110.0,15.0,74.0
50,52.0,10.0,49.0
46,75.0,18.0,87.0
45,53.0,22.0,122.0
64,67.0,2.0,10.0
62,89.0,1.0,4.0
54,67.0,2.0,7.0
47,95.0,4.0,13.0
52,83.0,18.0,98.0
25,78.0,25.0,154.0
57,61.0,25.0,160.0
45,83.0,10.0,51.0
32,89.0,4.0,14.0
21,94.0,21.0,120.0
62,67.0,28.0,207.0
36,66.0,9.0,43.0
26,66.0,20.0,95.0
32,67.0,14.0,70.0
32,93.0,16.0,112.0
46,63.0,23.0,130.0
21,85.0,4.0,5.0
21,76.0,17.0,78.0
32,101.0,28.0,200.0
35,79.0,21.0,117.0
47,64.0,27.0,196.0
41,62.0,14.0,71.0
22,97.0,19.0,96.0
53,89.0,8.0,41.0
67,70.0,10.0,45.0
44,81.0,19.0,121.0
27,65.0,29.0,197.0
28,49.0,9.0,36.0
77,61.0,5.0,24.0
20,51.0,2.0,8.0
39,87.0,8.0,27.0
36,47.0,29.0,206.0
39,93.0,28.0,188.0
72,91.0,4.0,17.0
70,66.0,23.0,154.0
51,82.0,7.0,28.0
25,62.0,15.0,68.0
51,61.0,16.0,92.0
29,65.0,11.0,59.0
30,79.0,16.0,57.0
22,72.0,26.0,133.0
60,61.0,12.0,54.0
36,62.0,8.0,29.0
27,68.0,17.0,91.0
45,77.0,3.0,9.0
30,86.0,27.0,173.0
36,48.0,5.0,21.0
64,66.0,27.0,198.0
47,85.0,24.0,137.0
52,65.0,1.0,4.0
75,68.0,12.0,62.0
30,64.0,7.0,32.0
67,53.0,13.0,68.0
61,64.0,21.0,140.0
38,90.0,22.0,155.0
28,64.0,13.0,62.0
20,72.0,16.0,76.0
30,68.0,9.0,38.0
63,61.0,13.0,68.0
59,71.0,23.0,167.0
26,61.0,17.0,87.0
36,68.0,18.0,78.0
36,63.0,3.0,10.0
58,64.0,6.0,29.0
64,107.0,23.0,206.0
20,67.0,15.0,67.0
20,82.0,15.0,74.0
40,73.0,20.0,99.0
71,65.0,10.0,54.0
22,85.0,5.0,11.0
70,76.0,6.0,28.0
23,68.0,8.0,28.0
74,76.0,9.0,44.0
62,61.0,14.0,66.0
24,49.0,28.0,186.0
55,87.0,3.0,10.0
64,82.0,26.0,152.0
46,96.0,6.0,33.0
25,47.0,25.0,162.0
32,56.0,1.0,2.0
52,59.0,11.0,60.0
42,60.0,29.0,194.0
63,60.0,19.0,112.0
76,94.0,8.0,55.0
45,87.0,5.0,21.0
66,71.0,9.0,46.0
58,103.0,22.0,149.0
45,61.0,17.0,98.0
31,60.0,26.0,144.0
70,82.0,17.0,103.0
36,70.0,18.0,95.0
22,83.0,11.0,29.0
21,61.0,11.0,51.0
46,56.0,18.0,109.0
52,65.0,28.0,172.0
50,79.0,12.0,51.0
31,86.0,9.0,24.0
35,62.0,6.0,24.0
73,78.0,29.0,221.0
21,82.0,25.0,117.0
58,60.0,11.0,66.0
46,59.0,30.0,194.0
24,55.0,5.0,22.0
32,66.0,17.0,88.0
26,85.0,17.0,75.0
66,70.0,13.0,73.0
46,97.0,23.0,181.0
22,83.0,12.0,30.0
53,68.0,27.0,206.0
22,84.0,28.0,180.0
64,109.0,11.0,84.0
27,87.0,8.0,32.0
45,60.0,27.0,185.0
65,91.0,29.0,225.0
56,91.0,23.0,158.0
48,88.0,17.0,109.0
35,79.0,13.0,49.0
36,94.0,20.0,117.0
42,49.0,7.0,34.0
76,93.0,16.0,77.0
76,68.0,14.0,80.0
30,87.0,9.0,42.0
39,43.0,12.0,59.0
74,97.0,8.0,53.0
46,59.0,20.0,114.0
20,65.0,7.0,24.0
27,38.0,4.0,17.0
39,90.0,26.0,216.0
21,69.0,25.0,118.0
27,52.0,7.0,28.0
38,61.0,7.0,30.0
43,76.0,14.0,53.0
20,64.0,21.0,127.0
25,84.0,17.0,74.0
34,60.0,6.0,21.0
50,100.0,20.0,112.0
35,92.0,2.0,6.0
21,86.0,30.0,171.0
44,63.0,24.0,150.0
36,73.0,23.0,142.0
71,88.0,22.0,182.0
42,57.0,6.0,22.0
32,81.0,26.0,123.0
54,74.0,14.0,75.0
52,88.0,15.0,79.0
21,60.0,3.0,11.0
49,75.0,14.0,82.0
20,81.0,14.0,48.0
76,58.0,5.0,25.0
63,58.0,28.0,193.0
43,73.0,5.0,19.0
75,68.0,17.0,100.0
53,75.0,18.0,91.0
43,98.0,27.0,181.0
20,94.0,20.0,107.0
56,61.0,4.0,17.0
47,63.0,21.0,124.0
73,73.0,16.0,82.0
56,75.0,15.0,71.0
71,102.0,19.0,140.0
55,89.0,9.0,46.0
53,97.0,19.0,139.0
69,92.0,22.0,182.0
49,62.0,30.0,175.0
22,66.0,11.0,45.0
23,64.0,20.0,98.0
53,78.0,6.0,27.0
49,105.0,21.0,144.0
46,83.0,19.0,112.0
24,83.0,10.0,32.0
53,75.0,19.0,113.0
48,72.0,6.0,27.0
45,88.0,14.0,73.0
29,53.0,7.0,29.0
48,48.0,21.0,137.0
68,59.0,4.0,21.0
25,49.0,21.0,113.0
34,66.0,26.0,185.0
46,88.0,1.0,3.0
29,76.0,25.0,112.0
37,55.0,19.0,109.0
48,86.0,11.0,52.0
36,92.0,12.0,42.0
54,68.0,12.0,62.0
28,106.0,6.0,28.0
40,116.0,4.0,17.0
31,73.0,10.0,40.0
29,92.0,20.0,82.0
76,55.0,14.0,79.0
31,64.0,26.0,137.0
21,63.0,1.0,4.0
32,78.0,12.0,40.0
25,102.0,14.0,47.0
71,56.0,11.0,62.0
68,59.0,5.0,24.0
59,83.0,5.0,25.0
46,89.0,29.0,197.0
23,56.0,7.0,27.0
25,99.0,12.0,49.0
38,66.0,2.0,6.0
24,97.0,18.0,90.0
67,67.0,15.0,90.0
20,69.0,1.0,4.0
53,49.0,27.0,179.0
54,65.0,22.0,134.0
54,62.0,22.0,137.0
50,60.0,14.0,87.0
22,66.0,6.0,21.0
33,117.0,25.0,196.0
52,77.0,23.0,136.0
48,62.0,21.0,122.0
48,55.0,29.0,218.0
78,83.0,10.0,64.0
46,89.0,20.0,106.0
77,74.0,15.0,86.0
34,62.0,1.0,3.0
42,58.0,3.0,10.0
42,50.0,18.0,104.0
28,60.0,16.0,77.0
77,65.0,29.0,201.0
36,98.0,24.0,156.0
26,90.0,15.0,68.0
74,96.0,27.0,245.0
25,59.0,3.0,13.0
41,55.0,17.0,84.0
56,85.0,19.0,143.0
55,65.0,25.0,161.0
70,77.0,3.0,12.0
29,48.0,13.0,49.0
66,55.0,26.0,192.0
49,83.0,21.0,108.0
61,55.0,11.0,56.0
35,72.0,13.0,58.0
67,55.0,19.0,123.0
49,97.0,4.0,18.0
36,75.0,20.0,114.0
75,61.0,21.0,148.0
36,63.0,13.0,61.0
60,54.0,7.0,31.0
39,100.0,22.0,111.0
20,49.0,6.0,26.0
48,71.0,14.0,66.0
57,72.0,26.0,160.0
32,71.0,15.0,59.0
63,57.0,8.0,41.0
79,60.0,16.0,95.0
29,68.0,8.0,32.0
55,84.0,9.0,40.0
31,78.0,19.0,82.0
23,66.0,24.0,133.0
49,70.0,17.0,99.0
41,74.0,8.0,20.0
37,51.0,30.0,221.0
26,73.0,24.0,137.0
50,76.0,25.0,175.0
20,73.0,2.0,4.0
77,73.0,9.0,40.0
21,97.0,19.0,90.0
22,73.0,20.0,110.0
46,98.0,1.0,3.0
29,71.0,4.0,15.0
33,61.0,21.0,132.0
28,59.0,9.0,40.0
27,82.0,6.0,15.0
54,89.0,15.0,94.0
46,68.0,6.0,15.0
33,60.0,23.0,131.0
34,61.0,27.0,168.0
24,56.0,11.0,54.0
38,75.0,12.0,55.0
69,64.0,24.0,166.0
38,82.0,6.0,20.0
68,91.0,16.0,110.0
52,73.0,16.0,78.0
29,93.0,11.0,45.0
27,98.0,24.0,146.0
26,61.0,6.0,24.0
22,83.0,28.0,188.0
27,85.0,9.0,26.0
28,59.0,13.0,55.0
73,56.0,9.0,42.0
70,96.0,17.0,123.0
52,85.0,6.0,28.0
29,79.0,8.0,23.0
33,96.0,6.0,25.0
39,56.0,17.0,110.0
61,63.0,10.0,53.0
23,66.0,10.0,48.0
71,91.0,9.0,55.0
67,61.0,8.0,37.0
54,75.0,10.0,48.0
26,55.0,1.0,3.0
39,54.0,26.0,133.0
71,59.0,23.0,169.0
78,66.0,20.0,141.0
78,74.0,28.0,216.0
49,102.0,17.0,92.0
38,64.0,20.0,96.0
65,67.0,13.0,73.0
55,67.0,11.0,61.0
33,101.0,7.0,14.0
38,80.0,5.0,18.0
53,73.0,14.0,72.0
26,73.0,24.0,137.0
27,106.0,13.0,50.0
21,83.0,3.0,2.0
30,106.0,6.0,27.0
79,87.0,24.0,197.0
20,81.0,3.0,9.0
49,70.0,15.0,83.0
71,82.0,18.0,98.0
71,72.0,11.0,57.0
24,62.0,14.0,72.0
37,92.0,25.0,214.0
32,95.0,3.0,7.0
47,99.0,17.0,87.0
30,46.0,29.0,200.0
78,71.0,6.0,28.0
37,88.0,13.0,67.0
36,62.0,24.0,147.0
49,88.0,21.0,104.0
22,63.0,26.0,164.0
50,61.0,12.0,59.0
31,59.0,16.0,72.0
76,45.0,23.0,138.0
50,55.0,12.0,52.0
26,54.0,19.0,99.0
30,82.0,24.0,134.0
25,91.0,24.0,180.0
26,63.0,9.0,37.0
25,111.0,3.0,12.0
61,63.0,14.0,78.0
67,88.0,26.0,207.0
55,70.0,3.0,13.0
26,54.0,26.0,180.0
34,56.0,17.0,83.0
33,60.0,8.0,40.0
21,58.0,1.0,3.0
62,70.0,10.0,56.0
46,59.0,14.0,83.0
67,72.0,18.0,114.0
24,46.0,8.0,36.0
79,56.0,22.0,137.0
63,63.0,8.0,40.0
52,104.0,7.0,37.0
42,65.0,3.0,10.0
59,65.0,25.0,181.0
71,49.0,9.0,48.0
31,67.0,4.0,13.0
44,71.0,3.0,12.0
20,70.0,16.0,70.0
28,87.0,10.0,29.0
48,53.0,17.0,88.0
20,88.0,13.0,31.0
35,73.0,26.0,144.0
62,64.0,7.0,27.0
35,69.0,15.0,65.0
37,91.0,4.0,13.0
23,89.0,27.0,170.0
49,73.0,11.0,41.0
63,64.0,22.0,145.0
23,88.0,3.0,5.0
36,80.0,8.0,39.0
21,82.0,25.0,147.0
56,52.0,17.0,102.0
23,78.0,6.0,13.0
59,90.0,27.0,181.0
53,74.0,28.0,173.0
46,81.0,13.0,53.0
40,59.0,10.0,45.0
44,94.0,15.0,63.0
35,75.0,22.0,108.0
59,97.0,9.0,43.0
77,85.0,6.0,27.0
74,62.0,23.0,149.0
42,74.0,16.0,81.0
34,67.0,3.0,11.0
51,63.0,17.0,90.0
41,53.0,29.0,203.0
38,52.0,19.0,110.0
28,65.0,8.0,32.0
51,77.0,18.0,98.0
24,77.0,5.0,13.0
75,93.0,24.0,192.0
29,71.0,1.0,4.0
55,55.0,15.0,92.0
25,59.0,30.0,173.0
70,64.0,22.0,129.0
30,64.0,6.0,24.0
55,106.0,10.0,55.0
20,79.0,28.0,158.0
25,69.0,28.0,152.0
39,56.0,16.0,81.0
39,88.0,9.0,28.0
29,71.0,2.0,3.0
26,55.0,15.0,76.0
37,65.0,2.0,7.0
30,64.0,25.0,131.0
21,60.0,28.0,165.0
48,86.0,27.0,189.0
37,76.0,5.0,11.0
22,53.0,22.0,135.0
45,83.0,27.0,134.0
70,67.0,5.0,21.0
65,65.0,30.0,198.0
25,77.0,20.0,102.0
56,80.0,20.0,118.0
39,80.0,15.0,70.0
66,55.0,10.0,42.0
33,67.0,17.0,91.0
62,84.0,20.0,131.0
35,86.0,25.0,170.0
52,99.0,3.0,11.0
78,78.0,4.0,20.0
72,80.0,7.0,31.0
27,73.0,17.0,87.0
44,67.0,21.0,112.0
30,61.0,3.0,12.0
64,67.0,14.0,65.0
30,64.0,18.0,93.0
53,63.0,12.0,62.0
54,78.0,26.0,196.0
51,58.0,5.0,21.0
23,59.0,8.0,36.0
45,94.0,10.0,37.0
64,61.0,7.0,35.0
61,73.0,25.0,193.0
54,46.0,5.0,21.0
20,58.0,8.0,33.0
52,65.0,7.0,36.0
36,68.0,27.0,172.0
45,78.0,24.0,189.0
52,79.0,26.0,183.0
67,61.0,5.0,20.0
33,82.0,10.0,43.0
35,109.0,12.0,61.0
37,97.0,18.0,96.0
78,65.0,12.0,68.0
25,60.0,4.0,18.0
58,52.0,16.0,91.0
23,82.0,17.0,48.0
63,105.0,2.0,7.0
56,85.0,19.0,108.0
50,89.0,23.0,130.0
32,54.0,2.0,8.0
28,54.0,11.0,46.0
20,53.0,28.0,158.0
20,89.0,6.0,12.0
73,62.0,11.0,66.0
37,88.0,5.0,19.0
59,57.0,26.0,161.0
54,64.0,21.0,112.0
27,62.0,19.0,109.0
51,72.0,14.0,87.0
28,87.0,15.0,77.0
70,63.0,27.0,161.0
20,87.0,3.0,9.0
71,64.0,14.0,78.0
24,82.0,12.0,47.0
36,64.0,9.0,41.0
33,70.0,21.0,123.0
30,53.0,10.0,51.0
23,68.0,4.0,11.0
38,62.0,20.0,100.0
29,94.0,6.0,28.0
36,74.0,23.0,145.0
74,81.0,28.0,253.0
66,71.0,25.0,147.0
37,51.0,6.0,30.0
66,56.0,23.0,158.0
51,94.0,24.0,139.0
40,69.0,5.0,22.0
26,55.0,19.0,101.0
29,76.0,5.0,19.0
25,60.0,2.0,6.0
28,62.0,19.0,89.0
51,88.0,12.0,61.0
31,93.0,14.0,63.0
36,76.0,4.0,12.0
65,91.0,23.0,189.0
74,75.0,13.0,61.0
36,57.0,13.0,71.0
21,56.0,9.0,35.0
42,69.0,30.0,194.0
41,91.0,23.0,180.0
29,53.0,2.0,8.0
24,79.0,28.0,151.0
41,59.0,20.0,110.0
44,88.0,8.0,33.0
66,101.0,7.0,31.0
74,63.0,3.0,14.0
54,109.0,27.0,210.0
20,78.0,4.0,9.0
56,101.0,28.0,241.0
64,57.0,4.0,17.0
31,48.0,17.0,81.0
29,68.0,5.0,15.0
28,54.0,14.0,67.0
29,84.0,19.0,100.0
56,76.0,7.0,31.0
78,94.0,17.0,123.0
35,57.0,29.0,207.0
60,71.0,3.0,12.0
23,67.0,25.0,165.0
25,85.0,25.0,143.0
54,70.0,6.0,25.0
32,64.0,18.0,91.0
52,82.0,29.0,228.0
42,55.0,14.0,68.0
38,86.0,15.0,102.0
53,55.0,24.0,152.0
43,63.0,19.0,110.0
25,82.0,20.0,88.0
64,93.0,18.0,132.0
46,60.0,11.0,56.0
21,68.0,21.0,121.0
65,99.0,26.0,214.0
23,74.0,24.0,85.0
37,83.0,3.0,11.0
31,52.0,9.0,35.0
38,48.0,17.0,95.0
58,80.0,14.0,75.0
53,80.0,15.0,88.0
71,121.0,25.0,240.0
26,58.0,14.0,69.0
48,75.0,14.0,67.0
56,60.0,3.0,13.0
35,68.0,29.0,184.0
43,74.0,12.0,47.0
28,93.0,10.0,29.0
35,97.0,10.0,60.0
35,95.0,13.0,71.0
76,116.0,25.0,240.0
39,94.0,3.0,10.0
29,81.0,18.0,88.0
26,96.0,13.0,47.0
22,91.0,28.0,223.0
46,99.0,3.0,12.0
34,83.0,14.0,60.0
25,79.0,4.0,10.0
32,63.0,21.0,125.0
27,57.0,29.0,157.0
22,85.0,10.0,31.0
45,58.0,16.0,98.0
21,88.0,20.0,127.0
21,89.0,26.0,149.0
24,62.0,24.0,152.0
20,77.0,16.0,61.0
59,68.0,29.0,206.0
29,79.0,18.0,79.0
32,93.0,8.0,24.0
73,79.0,15.0,76.0
47,78.0,8.0,33.0
39,70.0,29.0,192.0
71,92.0,29.0,269.0
22,77.0,2.0,3.0
47,87.0,16.0,104.0
25,81.0,7.0,17.0
65,68.0,29.0,198.0
69,87.0,27.0,241.0
30,85.0,28.0,188.0
54,65.0,3.0,11.0
67,55.0,28.0,220.0
30,67.0,3.0,11.0
69,89.0,6.0,32.0
34,66.0,17.0,94.0
47,67.0,25.0,151.0
25,62.0,29.0,147.0
49,70.0,13.0,65.0
22,48.0,29.0,179.0
36,57.0,28.0,198.0
30,109.0,26.0,156.0
20,57.0,6.0,21.0
75,81.0,15.0,102.0
34,91.0,26.0,183.0
37,88.0,7.0,24.0
29,58.0,21.0,103.0
63,49.0,25.0,135.0
21,68.0,29.0,189.0
23,65.0,22.0,124.0
42,68.0,16.0,85.0
52,77.0,4.0,17.0
27,92.0,21.0,100.0
21,88.0,7.0,27.0
33,50.0,15.0,78.0
56,98.0,6.0,25.0
21,101.0,30.0,189.0
54,72.0,4.0,17.0
31,61.0,26.0,185.0
54,71.0,9.0,48.0
61,86.0,25.0,194.0
48,78.0,10.0,36.0
40,55.0,16.0,65.0
44,96.0,21.0,125.0
35,68.0,12.0,52.0
77,54.0,12.0,62.0
61,96.0,17.0,92.0
30,58.0,10.0,42.0
44,62.0,22.0,133.0
29,45.0,13.0,76.0
24,68.0,21.0,118.0
25,95.0,3.0,9.0
30,56.0,15.0,92.0
78,104.0,18.0,132.0
21,76.0,20.0,116.0
74,83.0,17.0,124.0
55,71.0,27.0,174.0
72,103.0,13.0,73.0
47,67.0,10.0,53.0
28,103.0,10.0,49.0
21,58.0,25.0,148.0
55,64.0,30.0,193.0
20,74.0,13.0,59.0
46,92.0,9.0,37.0
27,84.0,21.0,102.0
25,93.0,25.0,117.0
51,74.0,11.0,56.0
40,82.0,14.0,53.0
24,68.0,18.0,80.0
20,69.0,6.0,23.0
40,60.0,27.0,180.0
28,95.0,27.0,152.0
43,56.0,21.0,129.0
52,69.0,10.0,54.0
38,81.0,26.0,182.0
26,85.0,15.0,59.0
59,96.0,2.0,9.0
31,101.0,8.0,39.0
76,94.0,15.0,80.0
56,69.0,25.0,165.0
26,63.0,24.0,127.0
21,67.0,23.0,148.0
64,83.0,25.0,158.0
59,90.0,1.0,4.0
30,72.0,18.0,91.0
30,53.0,18.0,80.0
69,88.0,6.0,23.0
21,73.0,27.0,149.0
34,74.0,6.0,17.0
78,110.0,24.0,229.0
74,71.0,20.0,125.0
53,70.0,25.0,150.0
44,82.0,6.0,23.0
67,72.0,13.0,71.0
27,104.0,17.0,72.0
41,66.0,22.0,107.0
35,47.0,15.0,71.0
35,81.0,18.0,85.0
57,75.0,28.0,201.0
66,90.0,2.0,8.0
28,50.0,25.0,133.0
79,66.0,17.0,105.0
68,56.0,19.0,133.0
29,79.0,23.0,96.0
48,96.0,8.0,26.0
62,65.0,11.0,52.0
23,54.0,6.0,24.0
26,87.0,23.0,116.0
43,49.0,12.0,49.0
27,82.0,27.0,171.0
45,81.0,13.0,65.0
39,105.0,18.0,106.0
43,94.0,14.0,57.0
29,71.0,13.0,45.0
26,82.0,28.0,189.0
79,92.0,17.0,141.0
61,87.0,23.0,148.0
20,81.0,1.0,1.0
41,87.0,15.0,48.0
38,77.0,9.0,41.0
30,75.0,1.0,2.0
66,64.0,14.0,78.0
37,99.0,12.0,46.0
65,89.0,23.0,171.0
25,81.0,19.0,104.0
55,64.0,21.0,120.0
20,46.0,14.0,64.0
72,112.0,24.0,213.0
47,101.0,22.0,150.0
38,85.0,29.0,205.0
56,76.0,11.0,52.0
41,47.0,9.0,46.0
39,56.0,24.0,161.0
41,69.0,25.0,165.0
70,63.0,13.0,60.0
58,58.0,2.0,10.0
21,102.0,7.0,19.0
52,76.0,14.0,78.0
49,77.0,5.0,26.0
36,87.0,19.0,119.0
45,84.0,6.0,31.0
59,79.0,9.0,35.0
28,72.0,13.0,58.0
36,83.0,21.0,136.0
